date,open,high,low,close,volume
2003-07-09,141.5106770752426,146.23056035433123,133.01489241067966,140.99578857421875,35164284
2003-07-10,143.31283569335938,144.7717062521776,141.16743396142286,143.31283569335938,10464179
2003-07-11,143.956426608264,150.0493715117452,142.6691858338235,148.7621307373047,11740117
2003-07-14,149.53446458456006,153.82526701166364,149.53446458456006,152.70965576171875,5982324
2003-07-15,171.6321093769417,171.6321093769417,148.46177461105458,151.2078857421875,6173689
2003-07-16,151.4224124466873,153.6965455508948,150.47844378554515,151.980224609375,3759085
2003-07-17,152.32350711310352,152.75258741483057,146.44510174164625,147.77525329589844,3814181
2003-07-18,141.59651694883274,147.51782060162301,137.30571340492872,143.65609741210938,5375212
2003-07-21,145.02911365956854,145.37237259611507,139.9230616851265,141.51065063476562,3315845
2003-07-22,140.73833708485145,145.157858895756,139.10783719788452,143.52735900878906,4627992
2003-07-23,146.3163526095718,152.7525558035412,145.71564293036576,149.92062377929688,13262249
2003-07-24,150.95044028201812,151.89442215467417,148.33306099731868,149.40576171875,4305936
2003-07-25,149.66321277546558,150.17811440551,147.68945374744422,149.01959228515625,2832967
2003-07-28,161.3341411063829,161.3341411063829,150.26387815123988,153.4819793701172,5415867
2003-07-29,154.42603313592153,156.95760487365902,153.69660431358747,154.7263946533203,5229181
2003-07-30,155.54157588066633,158.54513734594815,154.5546966370121,155.41285705566406,4632246
2003-07-31,155.9277929793143,157.60120368686876,154.1685609659395,155.1983642578125,3562717
2003-08-01,156.1852297199965,162.19235393999637,153.39620776071087,160.60475158691406,8027285
2003-08-04,161.20545990336385,170.34486425933022,158.7596971686453,169.57252502441406,9982429
2003-08-05,170.7739858146861,174.59279845646756,165.49630254615028,166.13992309570312,9651327
2003-08-06,164.33773218086475,169.48669506903806,162.921772624413,164.42355346679688,7451054
2003-08-07,166.0540553552026,168.19945658718194,164.98135473921292,167.68455505371094,3223676
2003-08-08,169.05760624536876,170.68810583938125,168.19944580757502,169.1863250732422,2530289
2003-08-11,170.0016297630633,174.8931428422669,168.1994871628077,173.52008056640625,5651311
2003-08-12,174.89310687148514,181.9300201253606,174.63565611090038,180.59986877441406,8215213
2003-08-13,182.78820569884238,188.36624953472256,181.93004510870696,186.90737915039062,7839204
2003-08-14,191.36978827452796,192.57120771648243,184.50450439024,185.83465576171875,6298655
2003-08-18,187.16484354176245,189.65350419613193,184.84779930449633,186.13504028320312,3382031
2003-08-19,188.66661722683958,188.70951478217376,184.5045329890571,185.0623321533203,3080091
2003-08-20,186.5640952938878,194.33045076380586,186.4782870969797,193.08612060546875,6049174
2003-08-21,194.8024563471108,196.43295625054546,191.62726474361125,195.61770629882812,4012069
2003-08-22,195.70351392374417,199.7797764920319,193.85846090456164,196.77621459960938,4436016
2003-08-25,197.37691444993152,198.6212445525657,185.4484887709708,189.69638061523438,4827198
2003-08-26,186.22086659288794,201.66775875266669,186.22086659288794,199.4794464111328,3968069
2003-08-27,202.01098533633603,203.89894899486436,199.95140528365684,201.0670166015625,2267859
2003-08-28,202.31135553647138,202.31135553647138,193.94428993103938,195.70352172851562,3554363
2003-08-29,199.1361714110569,204.6713047055799,198.66418045845597,202.01100158691406,3212067
2003-09-01,202.8691686725569,203.38407029083686,198.83581631100412,202.13973999023438,2478236
2003-09-02,201.5389785654595,201.5389785654595,192.31375411039292,194.41624450683594,3975812
2003-09-03,194.88824318395177,198.87868403356086,189.65345920784011,191.19815063476562,3945233
2003-09-04,191.36977248736028,193.68680298826465,187.4651399813886,190.1254425048828,3682478
2003-09-05,192.14213982317733,197.37692435919575,190.8548990121391,196.77621459960938,2971415
2003-09-08,198.23509101242314,200.72375141937144,194.93116759108634,196.30422973632812,1817991
2003-09-09,197.37692118153313,201.6677238159143,193.77264958755106,195.8322296142578,2034401
2003-09-10,195.44605725086862,197.72017737735266,193.7726468658624,195.4889678955078,1476667
2003-09-11,197.37692449073242,197.46274578265508,193.08612178441214,193.6439208984375,1092801
2003-09-12,195.6605794475647,196.08965966565145,188.0229568034159,189.0956573486328,2496597
2003-09-15,187.93713276559555,189.95381499882103,177.7250289627035,178.7977294921875,3469640
2003-09-16,177.63922711928114,180.2137086717345,167.42712219901233,178.9264678955078,4004037
2003-09-17,182.3591062198863,188.36622971889435,179.57008459534688,185.40557861328125,3800473
2003-09-18,185.276863930411,185.276863930411,174.54985668352543,176.4378204345703,2813556
2003-09-19,177.63922897839458,180.55696953058168,170.60231528027415,176.5665283203125,3442717
2003-09-22,176.7810707006261,182.61656497371965,176.56653056628068,180.81442260742188,2575343
2003-09-23,180.47115112933514,183.9896012321886,178.6690088878687,182.91690063476562,1766451
