date,open,high,low,close,volume
1996-01-01,1.1692651993046137,1.1692651993046137,1.128746100496624,1.1499704122543335,700000
1996-01-02,1.1499705348160283,1.1673358910144487,1.1383936613520187,1.148041009902954,824000
1996-01-03,1.1480406196774784,1.1557585326967892,1.13839327440573,1.1518995761871338,568000
1996-01-04,1.151900001862309,1.1499705688968656,1.1345347371540588,1.1441820859909058,564000
1996-01-05,1.1441818778353783,1.1499703596882673,1.1383934879872872,1.1422524452209473,378000
1996-01-08,1.142252308205646,1.138393351434875,1.122957524351791,1.1287459135055542,474000
1996-01-09,1.1287464685053883,1.1287464685053883,1.0805094391504158,1.0920863151550293,966000
1996-01-10,1.0920863993107928,1.1055928016927228,1.084368481379644,1.0959453582763672,452000
1996-01-11,1.0959452738232338,1.1113812005008838,1.0805094391504158,1.0920863151550293,636000
1996-01-12,1.0920859879293445,1.0940155126877125,1.0805091153935513,1.0901565551757812,862000
1996-01-15,1.0901566604777577,1.0862977025930767,1.0708618710543523,1.0766502618789673,362000
1996-01-16,1.0766504348418209,1.0805093933464398,1.0573556423187256,1.0573556423187256,716000
1996-01-17,1.057355562654129,1.0785798788328391,1.0149070223015304,1.0245543718338013,858000
1996-01-18,1.0245543173717901,1.0245543173717901,1.0033300023212963,1.018765926361084,660000
1996-01-19,1.0187655958942683,1.0149066391372925,0.978246503943629,0.9859644174575806,852000
1996-01-22,0.9859647496258019,0.9994710568230537,0.9724583504237326,0.9821057915687561,718000
1996-01-23,0.9821056495329299,1.0033298697747466,0.9685992522842067,0.9763171672821045,798000
1996-01-24,0.9763171326873369,0.9763171326873369,0.9454454737896506,0.9512338638305664,898000
1996-01-25,0.9512342067733751,0.9454458146456048,0.9300099796317719,0.9396573305130005,780000
1996-01-29,0.9396573350271916,0.9628110876591736,0.9242214999392038,0.9589521288871765,622000
1996-01-30,0.9589518456548471,0.9840351162667463,0.9589518456548471,0.9724582433700562,904000
1996-01-31,0.9724584776579512,1.0168365471227114,0.9840353533437805,0.9994711875915527,688000
1996-02-01,0.9994710438312938,1.0805092539806882,1.0033300018381786,1.072791337966919,848000
1996-02-02,1.0727910256639455,1.1557586446614558,1.080508939430933,1.1248869895935059,1638000
1996-02-05,1.1248874290180135,1.196278205253039,1.1383938293887583,1.1557590961456299,1812000
1996-02-06,1.1557589255456273,1.176983239565384,1.1383936613520187,1.148041009902954,1776000
1996-02-07,1.1480412734400547,1.128746479904181,1.0901568928324339,1.1055927276611328,1172000
1996-02-08,1.1055926126182978,1.2155730623359713,1.1133105292295566,1.1750539541244507,1334000
1996-02-09,1.1750538661516001,1.410450489181184,1.2927521316639838,1.408521056175232,3440000
1996-02-12,1.40852102853899,1.4644759646859675,1.3313417777140784,1.3544955253601074,5702000
1996-02-13,1.3892261110954065,1.3892261110954065,1.2831047244450255,1.3313417434692383,2902000
1996-02-14,1.3313417244034809,1.4664053389351452,1.3853671334142221,1.4316747188568115,4928000
1996-02-15,1.431674910440948,1.4548286602582299,1.4162390772294267,1.4220274686813354,2382000
1996-02-16,1.422027282606141,1.4181683248082133,1.3544954751399998,1.3737902641296387,2792000
1996-02-19,1.3737904323446408,1.4085211487834357,1.3506366827219927,1.356425166130066,2594000
1996-02-20,1.3564248043998932,1.3564248043998932,1.2753866103269962,1.2985403537750244,2722000
1996-02-22,1.2985407429072755,1.3409892852825012,1.3120471433018055,1.3216944932937622,1696000
1996-02-23,1.3216942854168023,1.3506365148502704,1.312046936942187,1.3197648525238037,1374000
1996-02-26,1.3197648381407394,1.3409890597564738,1.3023994822689475,1.3062584400177002,1294000
1996-02-27,1.3081879311076092,1.321694236877008,1.2734572202610235,1.3101173639297485,1682000
1996-02-28,1.3101169964660027,1.3294117792996027,1.2753863873655225,1.2831043004989624,844000
1996-02-29,1.2734569778112592,1.2734569778112592,1.157688178374743,1.1827714443206787,2550000
1996-03-01,1.1827718719755749,1.215573063610221,1.157688596960278,1.2001371383666992,1464000
1996-03-04,1.2001367044330427,1.1962777475186517,1.1769829629466975,1.1827714443206787,1294000
1996-03-06,1.1827716702580746,1.2155728562985955,1.1885600607329856,1.1962779760360718,720000
1996-03-07,1.1962781127582058,1.2155729952259338,1.167335973066251,1.1808422803878784,972000
1996-03-08,1.1808423146804792,1.1847012728851283,1.1576885654525846,1.17698335647583,774000
1996-03-11,1.1769834132982788,1.1750539801052153,1.1480411793637257,1.1557590961456299,648000
1996-03-12,1.1557588734592703,1.1557588734592703,1.1306756947534076,1.1403230428695679,800000
1996-03-13,1.1403233375691864,1.1962782839199864,1.1576886974728249,1.1885603666305542,972000
1996-03-14,1.1885601622811715,1.2155729601547005,1.1750538553492227,1.1847012042999268,1058000
1996-03-15,1.1962779551287213,1.1962779551287213,1.1576883792877197,1.1576883792877197,1614000
1996-03-18,1.1576880569540071,1.167335494230536,1.1306753613864189,1.1518995761871338,776000
1996-03-19,1.1518999158118448,1.1576883982853872,1.1190988218111306,1.1403230428695679,1234000
1996-03-21,1.1403232554284215,1.163477097633712,1.1383938222474619,1.1596181392669678,1286000
1996-03-22,1.1596181465414073,1.1654065381254226,1.1326053457999175,1.1557590961456299,388000
1996-03-25,1.15575890264237,1.1769832162415323,1.1499705120274777,1.167335867881775,826000
1996-03-26,1.1673360375131918,1.1885602621917422,1.1499706791354478,1.1750539541244507,1286000
1996-03-27,1.1750537549549884,1.200136933687615,1.1692652724752697,1.1962779760360718,1590000
1996-03-28,1.196278104388811,1.2638100085437551,1.2078550705903803,1.2387267351150513,2248000
1996-03-29,1.238726957182029,1.2773165447558354,1.2348679984246484,1.2522332668304443,2712000
1996-04-01,1.2522327728510732,1.2734570836465415,1.2503033402359203,1.269598126411438,1926000
1996-04-02,1.2695984901563604,1.3313419156125474,1.2657395318156504,1.3120471239089966,3670000
1996-04-03,1.3120471704470211,1.3892263399987526,1.3120471704470211,1.3467777967453003,4164000
1996-04-04,1.3467771064638068,1.3332707127124508,1.292751623463163,1.3139759302139282,2268000
1996-04-08,1.3139763871789818,1.3390596591527275,1.3159059121022603,1.3313417434692383,1850000
1996-04-09,1.3313417113869972,1.3352006691357499,1.2946815667714422,1.3062584400177002,2438000
