date,open,high,low,close,volume
2002-08-12,12.468798030645333,13.1687523729509,12.420762143378992,13.045231819152832,11239400
2002-08-13,13.312864542762142,13.312864542762142,12.708981817999536,12.805054664611816,3756368
2002-08-14,12.757014975643125,12.757014975643125,12.499678731806021,12.6300630569458,3964016
2002-08-15,12.630063056945803,12.630063056945803,12.630063056945803,12.6300630569458,0
2002-08-16,12.969751385774334,13.03837440897949,12.763882316158869,12.959458351135254,4848904
2002-08-19,13.17561594696372,13.477556726906755,13.127580056577859,13.384916305541992,8905448
2002-08-20,13.518738082261942,14.537790584969652,13.453546407529789,14.355938911437988,18255464
2002-08-21,14.40397124218236,14.753949057266155,13.738328168554442,13.851556777954102,18690008
2002-08-22,13.930468097903114,14.126044054079733,13.405502600739917,13.522161483764648,9790960
2002-08-23,13.587355548652404,13.875571972081806,13.27168929383201,13.601079940795898,12814424
2002-08-26,13.621669510169369,13.957921890319279,13.415800449562274,13.82067584991455,8253944
2002-08-27,13.985366703237402,14.132905724836041,12.973177518822311,13.048662185668945,13764544
2002-08-28,12.832496789126573,13.64224813283441,12.732993681198437,13.474122047424316,18886336
2002-08-29,13.388342441470646,13.992223765751673,13.278545265908567,13.810373306274414,17584928
2002-08-30,13.896158754972042,14.136339276662916,13.192772941448766,13.964781761169434,28226144
2002-09-02,14.139774139279877,15.385281591474056,14.084875511300977,14.925507545471191,39154536
2002-09-03,14.946096575759828,14.946096575759828,14.290746410881944,14.623568534851074,15785200
2002-09-04,14.273589578442198,14.664740621892113,13.899594291697143,14.500045776367188,25434152
2002-09-05,14.61670152023051,14.808846162781112,14.177514663346898,14.403969764709473,14348224
2002-09-06,14.067717271246973,14.390245213898655,13.79322522692996,13.96135139465332,10984336
2002-09-09,14.105456597953701,14.753943680537985,14.01281513739718,14.558367729187012,13656184
2002-09-11,14.82942762078477,15.224009788351518,14.753941917713144,15.01470947265625,11303688
2002-09-12,15.086771559279658,15.086771559279658,14.626996481701212,14.702482223510742,7920448
2002-09-13,14.534359140585055,14.568670658364008,13.769211665851765,13.920183181762695,8264520
2002-09-16,14.122617029920642,14.270156096813073,13.879005111497024,13.930472373962402,7619640
2002-09-17,14.067714711346767,15.076472581227446,14.067714711346767,14.860310554504395,16517320
2002-09-18,14.678463221376678,14.747086239797522,14.180946337825565,14.335348129272461,13866808
2002-09-19,14.472582076102004,14.575516517744559,13.868700856148308,14.071138381958008,14604872
2002-09-20,13.724599625890571,14.548075603444005,13.594216348286151,14.39710521697998,21109560
2002-09-23,14.548074428851788,14.661301947782004,14.033401984434862,14.273582458496094,15071736
2002-09-24,13.820678432185279,14.129482080793133,13.820678432185279,14.002530097961426,8139496
2002-09-25,13.587357647326938,14.410833868377054,13.587357647326938,14.335348129272461,13057920
2002-09-26,15.014712099680269,15.014712099680269,14.472589789822669,14.736788749694824,12918456
2002-09-27,15.0284366607666,15.501934931236882,14.863741883325769,15.028436660766602,20531680
2002-09-30,14.829432023797027,14.959815316428902,14.160357714920046,14.434849739074707,11870704
2002-10-01,14.074580800290631,14.54807918511548,13.944196443482317,14.136341094970703,17145984
2002-10-03,14.273584341337106,14.602974958634897,14.163787119869873,14.2838773727417,15460552
2002-10-04,14.342212385008164,14.390248293623221,13.285418207059799,13.494717597961426,33943336
2002-10-07,13.587358732552179,13.885869305366615,13.402076777438227,13.549615859985352,13186408
2002-10-08,13.546181648710041,14.235843103211364,13.518732863767353,14.005956649780273,17057016
2002-10-09,14.13633849731973,14.18780574913036,13.522162835133662,13.611372947692871,14124008
2002-10-10,13.587355767429344,13.820673578937532,13.257965115161767,13.721170425415039,11842288
2002-10-11,14.005956649780273,14.184375846115802,13.697153107206907,14.005956649780273,12892512
2002-10-14,14.743651613445866,14.743651613445866,14.067714660897773,14.235840797424316,17501128
2002-10-15,14.235840797424315,14.235840797424315,14.235840797424315,14.235840797424316,0
2002-10-16,14.520626230153393,14.685321000098016,13.903019272205347,14.016246795654297,11582552
2002-10-17,14.033534214414399,14.648797115174954,13.84688150726183,14.5347318649292,17761400
2002-10-18,14.842359293495901,15.305534716805804,14.735206510416214,15.108512878417969,34027640
2002-10-21,15.105058071354582,15.139623421632283,14.182162796999702,14.81125259399414,29538288
2002-10-22,14.171791181779664,14.22018245289367,11.925043799302399,12.10478401184082,125442440
2002-10-23,12.11169769588203,12.184285137458307,11.382368644059776,11.551739692687988,90007952
2002-10-24,11.759131722567972,11.966523808998796,11.067824767798559,11.206086158752441,59089792
2002-10-25,11.088563880950533,11.434217381664089,10.912281439467238,11.299412727355957,49617192
2002-10-28,11.441129909880571,11.537912459987627,11.130041785442732,11.223368644714355,31907544
2002-10-29,11.10930213036912,11.448043158255011,11.095476202768822,11.354716300964355,21697616
2002-10-30,11.465325300651207,11.593216443596223,10.93993163735912,11.071279525756836,26527136
2002-10-31,11.299414841656512,11.503350234266918,11.206089011911565,11.292502403259277,18102504
2002-11-01,11.347804118753446,11.389282961189746,10.601193393706307,11.060912132263184,25972520
2002-11-04,11.237196333446885,11.320152968659256,11.095478176914874,11.1922607421875,4551696
2002-11-05,11.206086359558693,11.337434261378275,10.888084732726089,11.275217056274414,13458432
2002-11-07,11.302865332683636,11.46877853030581,11.195712575746223,11.295951843261719,17344632
2002-11-08,11.199173108561254,11.316695084532798,11.074737640829314,11.2199125289917,8507000
2002-11-11,11.703827052079626,12.018371930073089,11.37545624584649,11.4273042678833,40565424
2002-11-12,11.372003132181613,11.372003132181613,10.943392890753488,11.174980163574219,22490016
2002-11-13,11.14732476338767,11.3719995260606,10.843150122016912,11.216455459594727,28266368
2002-11-14,11.34089060758859,11.683087333303984,11.216455146914624,11.596673965454102,27433208
2002-11-15,11.762589601893223,11.89048183426022,11.617415747292446,11.793699264526367,15624544
2002-11-18,11.890478672700771,12.07021888853068,11.693455784381472,11.752217292785645,17654152
2002-11-19,11.752217292785646,11.752217292785646,11.752217292785646,11.752217292785645,0
2002-11-20,11.734934075834854,12.408958271648638,11.683086060772256,12.30180549621582,37062272
2002-11-21,12.581789519372991,12.99657378924243,12.554137656655406,12.740790367126465,23185296
